hash,left,right,base,file
082f0bbfa,c0aa59cb,bf070cf5,fcf2482a,runtime/CSharp/Antlr4.Runtime/RecognitionException.cs
082f0bbfa,c0aa59cb,bf070cf5,fcf2482a,runtime/CSharp/Antlr4.Runtime/Recognizer`2.cs
082f0bbfa,c0aa59cb,bf070cf5,fcf2482a,runtime/CSharp/Antlr4.Runtime/RuleContext.cs
082f0bbfa,c0aa59cb,bf070cf5,fcf2482a,runtime/CSharp/Antlr4.Runtime/TokenStreamRewriter.cs
082f0bbfa,c0aa59cb,bf070cf5,fcf2482a,runtime/CSharp/Antlr4.Runtime/Tree/IParseTree.cs
082f0bbfa,c0aa59cb,bf070cf5,fcf2482a,runtime/CSharp/Antlr4.Runtime/Tree/TerminalNodeImpl.cs
082f0bbfa,c0aa59cb,bf070cf5,fcf2482a,runtime/CSharp/Antlr4.Runtime/UnbufferedCharStream.cs
2f902da3d,4055c241,df0bbf42,6d1d0e04,runtime/Java/src/org/antlr/v4/runtime/Parser.java
2f902da3d,4055c241,df0bbf42,6d1d0e04,tool/test/org/antlr/v4/test/BaseTest.java
b14ca5644,05b0f645,b80ad505,f7d0cacb,runtime/Java/src/org/antlr/v4/runtime/Parser.java
b14ca5644,05b0f645,b80ad505,f7d0cacb,runtime/Java/src/org/antlr/v4/runtime/atn/ATNSimulator.java
b14ca5644,05b0f645,b80ad505,f7d0cacb,runtime/Java/src/org/antlr/v4/runtime/atn/ParserATNSimulator.java
b14ca5644,05b0f645,b80ad505,f7d0cacb,runtime/Java/src/org/antlr/v4/runtime/atn/RuleStartState.java
b14ca5644,05b0f645,b80ad505,f7d0cacb,tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAnalyzer.java
b14ca5644,05b0f645,b80ad505,f7d0cacb,tool/src/org/antlr/v4/automata/ParserATNFactory.java
b14ca5644,05b0f645,b80ad505,f7d0cacb,tool/src/org/antlr/v4/semantics/SymbolChecks.java
b14ca5644,05b0f645,b80ad505,f7d0cacb,tool/src/org/antlr/v4/tool/Grammar.java
8111fa587,6736b3f9,fcf2482a,191c24f8,runtime/CSharp/Antlr4.Runtime/ANTLRFileStream.cs
8111fa587,6736b3f9,fcf2482a,191c24f8,runtime/CSharp/Antlr4.Runtime/Antlr4.Runtime.v4.5.csproj
8111fa587,6736b3f9,fcf2482a,191c24f8,runtime/CSharp/Antlr4.Runtime/Atn/ATN.cs
8111fa587,6736b3f9,fcf2482a,191c24f8,runtime/CSharp/Antlr4.Runtime/Atn/ATNConfigSet.cs
